33,44
83,47
76,27
53,73
68,73
23,26
32,56
50,59
71,11
50,49
58,62
40,34
95,80
34,30
90,86
46,37
50,24
35,87
47,59
12,50
76,57
83,50
62,15
76,26
83,29
94,55
48,23
14,30
90,56
74,17
81,99
61,36
47,33
35,44
32,28
51,37
55,88
31,60
81,61
93,25
69,39
29,75
19,85
46,97
87,33
77,83
23,11
85,20
49,65
12,40
11,77
44,58
74,15
61,13
90,98
25,76
60,39
72,28
39,75
12,55
13,85
32,53
92,80
71,83
78,88
25,69
54,95
38,26
72,91
64,77
10,36
96,88
30,80
55,22
18,22
16,55
23,10
76,85
32,24
61,78
87,49
12,54
49,39
50,32
39,68
63,59
44,66
17,80
11,39
22,21
69,53
15,60
59,10
71,49
61,40
31,99
92,84
50,71
31,96
37,86
45,22
80,72
69,48
96,81
49,19
70,65
18,79
23,78
48,86
44,69
32,31
94,69
73,82
51,16
10,59
29,11
86,33
21,57
10,62
55,61
17,98
73,80
36,25
36,62
37,74
24,56
69,65
32,57
49,92
10,96
34,45
64,94
87,69
82,22
68,95
64,19
29,37
27,81
84,43
60,29
52,72
61,26
92,97
63,67
65,80
46,40
45,69
30,90
53,31
29,67
95,79
39,32
96,38
81,95
55,51
28,73
54,80
84,25
60,55
77,42
65,52
96,28
35,81
47,15
37,28
90,59
76,79
32,41
91,13
94,70
11,89
91,69
58,69
58,97
49,90
59,60
52,39
58,66
72,80
93,31
46,41
96,78
85,83
70,43
88,73
12,59
39,17
22,33
60,94
76,79
88,70
22,27
29,12
37,30
36,51
18,24
39,55
29,90
44,30
58,56
95,53
40,78
85,55
68,12
76,90
17,19
16,43
73,91
13,59
70,19
96,87
96,57
48,96
22,24
43,18
47,83
98,76
71,73
73,38
86,22
97,78
54,50
74,30
57,18
79,37
80,83
44,54
83,43
99,38
30,98
11,34
64,33
50,54
97,17
14,87
48,51
68,29
40,68
12,63
47,77
43,54
68,12
15,41
98,27
93,24
77,22
34,70
36,84
88,43
69,88
64,38
61,60
49,43
89,44
26,95
57,74
61,18
37,31
53,81
15,34
91,37
65,99
23,46
41,46
63,77
47,30
82,41
59,88
46,42
41,98
89,14
52,17
71,99
19,14
73,36
53,91
29,87
34,33
74,17
76,70
69,79
47,31
50,99
68,49
89,56
22,11
69,14
57,43
39,43
43,54
68,96
48,97
63,66
69,89
57,75
19,23
14,34
57,97
97,13
60,80
26,95
57,68
12,94
27,31
53,54
28,76
80,75
89,61
64,68
43,40
15,81
53,24
23,91
24,80
11,35
29,73
93,68
83,14
73,61
40,57
18,39
78,94
74,80
93,21
96,61
27,57
17,45
74,83
49,80
93,20
26,19
45,86
39,46
50,38
33,99
20,84
83,85
86,14
10,74
82,29
24,20
14,50
19,36
23,43
29,38
74,33
61,48
61,28
88,80
40,30
76,99
92,61
92,55
78,54
91,37
41,21
86,71
40,95
31,39
21,43
53,41
76,11
15,18
44,94
66,48
90,80
25,50
47,50
76,24
58,31
33,61
56,23
95,79
99,86
88,32
95,55
47,94
80,18
20,62
96,43
46,53
44,80
64,68
35,51
43,16
29,50
49,73
14,91
75,15
21,93
57,37
34,63
73,46
53,13
36,29
25,51
18,52
14,75
48,18
81,33
63,56
31,15
20,82
29,16
60,56
12,88
55,15
55,82
99,27
23,51
40,77
89,65
42,17
86,49
76,88
50,93
11,20
22,17
37,79
57,50
47,42
33,48
42,69
76,77
69,27
20,14
67,77
80,26
77,49
92,26
51,39
66,61
74,99
19,51
51,79
38,10
88,15
18,79
12,22
92,16
23,89
49,28
86,78
56,98
68,52
25,11
53,66
12,40
59,51
29,74
96,11
79,84
47,21
39,62
96,74
31,96
63,30
57,76
39,64
95,55
22,68
14,99
99,86
93,87
26,69
98,82
25,73
47,16
85,83
58,63
69,37
18,13
46,21
85,99
17,77
89,83
44,84
75,34
90,84
29,98
72,20
94,23
33,85
69,82
23,66
57,60
30,61
77,16
63,96
55,38
99,51
59,73
75,57
98,57
78,40
30,34
69,13
47,28
92,67
48,66
79,64
11,77
41,52
83,41
80,19
74,24
67,91
33,31
12,99
60,97
62,31
68,39
88,51
26,41
20,11
64,88
70,88
20,57
67,21
18,30
15,23
20,14
60,36
36,77
96,82
99,11
52,73
88,56
90,16
37,81
45,79
43,12
26,20
69,50
88,42
86,21
25,14
91,78
45,25
46,96
15,62
99,51
19,85
82,23
70,26
94,68
86,17
50,31
16,92
52,25
43,96
82,87
35,51
78,24
87,10
46,68
92,22
14,77
96,10
18,88
89,70
34,75
92,52
58,47
95,53
51,99
31,95
78,63
68,66
58,13
37,43
55,12
84,89
78,20
96,40
47,58
43,14
27,39
48,92
28,21
36,79
92,15
87,78
49,36
10,53
49,89
50,72
31,16
68,55
16,69
43,64
21,89
18,32
39,90
71,80
84,88
38,34
44,50
65,36
34,65
71,17
98,62
29,73
83,79
69,79
19,49
51,91
48,33
79,35
90,97
11,36
86,61
84,32
50,34
11,18
62,36
21,41
78,45
16,80
47,38
51,98
15,45
46,37
43,54
12,28
78,47
76,66
72,12
21,93
83,13
92,12
49,69
88,53
42,30
48,55
61,74
44,98
99,75
13,40
72,43
58,27
80,50
78,60
39,47
65,59
89,75
64,30
93,33
72,34
73,69
40,12
43,87
81,60
84,48
33,71
49,69
26,61
49,70
29,95
47,22
58,85
99,11
46,67
57,49
77,65
28,26
31,30
85,45
33,91
16,69
69,76
93,12
73,48
37,44
13,94
11,40
70,22
73,96
57,13
16,46
95,39
90,27
20,34
55,99
16,97
25,85
43,44
33,94
17,37
16,72
48,17
73,33
20,71
36,19
42,50
42,38
83,19
97,39
98,73
14,10
92,87
89,71
69,30
33,96
73,48
56,88
38,97
62,83
42,77
46,40
75,16
45,13
59,89
83,62
14,68
37,45
30,94
20,90
74,64
59,29
39,94
27,86
76,51
64,76
81,98
49,10
30,32
51,81
72,62
42,86
44,77
49,65
41,13
58,26
16,17
97,32
23,93
77,21
16,41
89,21
95,65
32,62
13,94
55,41
18,98
51,33
30,60
59,20
18,84
39,36
61,17
