44,33
59,68
85,14
81,73
74,78
27,20
51,23
89,85
72,31
98,67
28,80
27,49
92,66
75,40
87,81
39,50
72,54
77,13
84,76
33,93
45,20
90,29
91,77
93,19
33,72
99,44
50,14
73,62
61,97
40,14
64,16
13,23
12,24
23,51
86,10
19,20
35,36
63,78
11,64
29,34
56,34
87,27
47,56
11,16
89,13
75,97
23,91
96,46
71,57
46,96
24,47
60,52
43,34
71,75
67,37
95,87
72,84
95,40
15,70
84,74
24,40
52,95
98,19
18,77
83,70
99,22
54,66
29,62
91,93
49,27
11,59
95,57
71,45
52,91
32,57
66,35
23,44
66,63
36,42
39,18
24,71
45,96
58,48
76,45
25,79
28,41
32,95
39,13
97,36
36,48
99,96
15,88
84,76
70,50
62,42
43,66
18,70
94,27
49,39
83,42
96,87
12,29
46,65
38,96
37,71
76,71
16,93
48,75
72,39
52,25
68,52
18,57
12,62
50,95
13,79
87,57
87,11
86,48
24,65
83,38
86,95
41,90
38,49
31,80
35,77
39,67
64,10
86,36
82,22
28,58
93,88
18,83
92,61
74,61
93,26
28,22
68,89
77,19
59,51
73,75
83,29
33,60
34,10
20,77
86,43
17,36
21,64
53,57
42,65
12,52
85,10
20,25
31,22
38,77
75,92
90,85
91,31
45,98
71,47
23,10
43,34
86,58
28,80
18,53
66,93
32,72
69,24
73,70
19,37
28,17
17,82
39,41
13,27
78,97
43,57
32,31
93,61
61,76
37,61
82,87
50,94
76,97
23,12
76,87
43,94
90,75
19,94
72,90
31,94
53,84
72,28
37,43
62,18
82,47
48,95
24,16
66,90
19,37
86,75
21,84
37,54
75,91
18,90
87,18
82,37
72,25
14,22
14,74
74,81
58,66
10,60
16,51
21,50
77,83
60,41
85,83
62,37
89,85
73,19
31,53
33,28
91,33
72,76
72,31
95,83
72,65
83,79
95,97
67,83
25,30
41,47
23,19
91,29
69,36
63,68
67,64
64,49
46,23
44,83
10,57
94,39
67,35
13,75
12,37
12,90
92,99
27,45
56,44
52,36
60,46
81,39
24,60
79,55
53,24
68,46
24,62
63,40
70,24
41,15
83,45
80,56
94,46
96,66
55,93
55,22
27,30
88,19
39,90
67,70
21,81
87,34
81,73
16,27
17,18
25,68
39,95
12,43
22,85
90,58
70,45
75,41
13,82
46,78
66,59
28,77
30,69
97,83
15,49
92,89
70,37
86,27
99,20
19,67
18,34
64,80
88,46
88,52
70,30
72,81
36,18
93,40
47,77
41,22
99,91
49,23
41,67
47,57
90,93
27,67
59,82
45,31
74,83
39,90
98,77
47,30
94,14
95,27
31,72
38,39
60,71
83,71
47,46
41,99
43,30
97,36
21,55
50,35
17,12
62,75
60,22
77,48
94,67
33,89
43,30
82,47
46,60
98,22
23,31
84,39
49,62
94,58
88,33
11,59
79,27
76,57
96,61
39,69
27,51
43,48
15,57
68,51
19,98
52,75
11,97
82,15
82,90
82,10
55,59
14,89
63,30
75,71
23,95
99,51
95,46
46,36
90,18
62,93
88,89
62,58
94,57
37,75
83,45
40,68
11,98
67,80
75,73
73,30
92,78
66,88
50,94
21,95
41,60
31,30
13,55
72,71
58,68
19,49
58,64
74,49
70,87
40,51
22,84
92,48
33,27
20,16
10,82
95,85
48,15
99,13
59,84
95,69
28,63
72,56
45,76
90,69
68,54
51,80
37,85
52,70
69,54
59,78
67,64
93,63
15,86
31,29
60,66
48,40
62,35
37,41
40,95
66,51
92,79
63,17
16,98
18,23
61,10
55,23
48,89
35,67
69,49
91,76
37,88
35,74
72,88
88,67
97,48
21,81
20,92
82,40
70,58
66,33
94,19
53,87
92,93
46,52
19,36
30,69
29,53
91,38
46,37
74,19
33,11
38,19
60,90
49,11
33,84
62,32
73,57
70,92
94,54
13,57
74,16
81,15
12,21
17,19
31,12
12,82
90,41
81,70
10,78
87,72
80,94
70,32
44,91
65,91
52,72
16,82
20,80
90,62
32,65
20,66
89,87
38,60
13,11
80,90
38,99
45,28
32,53
79,90
23,10
31,26
55,37
18,53
56,34
24,58
18,16
88,36
82,67
87,33
60,65
21,50
94,83
92,83
11,55
16,15
23,71
62,84
89,43
19,72
86,43
18,14
30,88
81,14
70,26
90,38
14,50
56,95
88,74
42,73
11,65
43,74
45,10
16,74
27,51
81,21
39,26
99,32
64,60
48,23
47,24
77,20
93,48
82,86
98,63
62,57
89,26
52,92
87,48
16,60
87,89
63,71
11,57
79,77
27,69
75,13
84,41
86,83
79,45
84,69
29,13
25,44
59,53
18,55
96,33
50,54
53,25
84,13
79,44
84,23
81,95
81,11
52,33
48,71
63,42
89,73
99,46
20,61
90,63
49,13
74,86
73,17
77,68
20,95
34,84
41,27
55,46
78,10
81,74
93,51
85,81
40,53
57,97
34,38
86,20
21,14
94,92
48,12
61,74
47,68
18,13
64,46
26,41
40,83
37,55
40,98
81,22
96,78
36,67
24,70
33,52
20,86
71,74
59,29
81,43
55,10
68,72
65,83
70,72
11,66
36,81
19,92
90,92
70,67
67,79
38,30
91,51
31,36
25,19
84,26
74,79
16,15
79,95
62,64
23,65
40,65
76,23
94,84
37,20
16,69
12,35
11,80
18,58
51,18
65,54
73,60
77,61
38,72
39,93
83,51
29,56
18,93
73,43
30,71
91,47
75,55
22,93
67,65
17,86
90,54
12,17
88,31
47,73
54,98
82,42
45,99
18,45
50,32
62,15
82,85
26,97
12,40
35,30
39,78
65,20
88,67
17,86
99,28
37,86
20,96
21,58
34,70
95,13
28,40
61,85
73,17
53,29
16,25
31,69
83,58
51,65
10,15
67,42
11,14
22,96
62,99
57,76
87,27
56,85
16,80
61,35
20,37
10,60
42,60
25,86
26,17
69,37
97,61
56,35
51,42
59,86
69,74
75,28
59,88
38,96
82,64
12,82
61,95
83,71
26,94
48,38
58,92
49,55
48,87
32,53
51,52
18,10
58,99
62,37
16,35
13,43
66,69
61,92
57,41
20,58
11,51
31,79
10,18
66,92
43,87
70,51
29,74
48,59
72,12
56,31
29,33
73,37
49,66
73,31
45,11
65,35
69,96
14,58
11,40
54,10
18,28
72,67
24,57
88,14
37,64
55,67
78,81
57,13
18,75
89,97
70,22
84,41
86,89
21,59
64,62
58,51
61,44
63,44
28,32
70,88
99,39
72,52
49,70
83,85
26,45
57,68
76,72
18,97
25,76
10,34
12,55
13,29
13,84
77,23
18,61
75,78
72,53
84,93
62,70
71,16
41,57
43,56
38,13
65,24
79,94
35,43
89,99
17,39
19,97
43,65
25,29
75,38
32,81
25,70
53,44
55,22
76,51
32,52
75,93
58,80
17,41
89,74
87,62
36,76
86,55
24,84
63,68
64,66
54,59
17,95
43,96
45,99
49,36
79,28
59,87
79,92
20,44
19,45
66,23
60,66
47,67
69,59
79,10
63,11
63,21
99,68
55,30
77,34
80,88
69,36
75,35
54,15
67,56
87,93
81,97
84,92
55,83
20,85
87,59
49,36
89,78
81,33
46,84
74,57
66,73
50,31
53,25
78,60
24,51
31,81
99,51
41,69
32,79
91,77
25,73
70,80
35,18
44,81
75,43
29,89
55,89
71,37
81,49
77,90
96,59
25,22
41,87
89,64
10,69
43,27
83,93
32,40
30,22
20,68
83,90
11,33
32,37
80,40
46,71
61,66
47,61
62,71
20,32
20,29
27,96
94,69
67,20
71,75
97,32
76,26
83,58
67,24
52,79
84,97
59,44
77,38
76,90
45,47
18,15
77,82
56,18
26,29
78,25
23,99
38,33
